_id,user_id,comment_on,object_id,content,device,timestamp,sentiment
{'$oid': '55c1f7e51a77ce605254bf3e'},557984,event,55beda4e17dc1344d4012d55,"""sao chưa đánh nhỉ""",android,2015-08-05 12:08:00,Trung tính
{'$oid': '55c1f8231a77ce605254bf3f'},644490,vod,55c0879717dc1344d4012e38,"""oh phim 18+ ak""",winphone,2015-08-05 12:10:00,Trung tính
{'$oid': '55c1f8bb1a77ce605254bf40'},213474,event,55b588e417dc131ef1922f56,"""da j au hk ak""",winphone,2015-08-05 12:12:00,Tiêu cực
{'$oid': '55c1f8ef1a77ce605254bf41'},629160,event,55beda4e17dc1344d4012d55,"""Lâu thế đánh đi""",ios,2015-08-05 12:13:00,Trung tính
{'$oid': '55c1f93f1a77ce605254bf42'},646971,event,55beda4e17dc1344d4012d55,"""lau vai nhue""",web-playfpt,2015-08-05 12:14:00,Trung tính
{'$oid': '55c1f98c1a77ce605254bf43'},640721,event,55beda4e17dc1344d4012d55,"""chua danh luon a?""",winphone,2015-08-05 12:16:00,Tiêu cực
{'$oid': '55c1f9bf1a77ce605254bf44'},153269,event,55beda4e17dc1344d4012d55,"""Sao ko danh the""",ios,2015-08-05 12:16:00,Tiêu cực
{'$oid': '55c1f9ca1a77ce605254bf45'},646974,event,55beda4e17dc1344d4012d55,"""Lâu ghê :((""",ios,2015-08-05 12:17:00,Tiêu cực
{'$oid': '55c1fa1a1a77ce605254bf46'},646979,vod,53d5c07cc9692807131ef8d2,"""ai biết nhạc phim là bài j k vậy? hay quá ạ""",web-playfpt,2015-08-05 12:18:00,Trung tính
{'$oid': '55c1fa4e1a77ce605254bf47'},646924,event,55b588e417dc131ef1922f56,"""HAGL tiêu tán đường là cái chắc rùi""",ios,2015-08-05 12:19:00,Trung tính
{'$oid': '55c1fa531a77ce605254bf48'},645606,event,55beda4e17dc1344d4012d55,"""Sao nó để sự kiện vẫn chưa diễn ra z ae""",ios,2015-08-05 12:19:00,Trung tính
{'$oid': '55c1fa711a77ce605254bf49'},213474,event,55b588e417dc131ef1922f56,"""óc chó qá""",winphone,2015-08-05 12:19:00,Trung tính
{'$oid': '55c1fa801a77ce605254bf4a'},646924,event,55b588e417dc131ef1922f56,"""Sin gôm buồn quá nhổ râu""",ios,2015-08-05 12:20:00,Tiêu cực
{'$oid': '55c1fa8a1a77ce605254bf4b'},88277,event,55b588e417dc131ef1922f56,"""Hagl het dong luc thi dau roi.""",ios,2015-08-05 12:20:00,Tiêu cực
{'$oid': '55c1fa9c1a77ce605254bf4c'},39207,event,55beda4e17dc1344d4012d55,"""K biết em lịch à""",ios,2015-08-05 12:20:00,Tích cực
{'$oid': '55c1fae51a77ce605254bf4d'},646924,event,55b588e417dc131ef1922f56,"""Thủ môn hay quá""",ios,2015-08-05 12:21:00,Trung tính
{'$oid': '55c1fb641a77ce605254bf4e'},646924,event,55b588e417dc131ef1922f56,"""Chắc dạo này ba Đức k cho tiền í hay sao mấy cầu thủ HAGL k chịu đá đấm gì cả, đá đâu thua đó vậy cà""",ios,2015-08-05 12:23:00,Tiêu cực
{'$oid': '55c1fb761a77ce605254bf4f'},77300,event,55b588e417dc131ef1922f56,"""Neu hagl xuống hạng thật, bao nhiêu người bỏ xem vleage giống mình?""",ios,2015-08-05 12:24:00,Tiêu cực
{'$oid': '55c1fb9c1a77ce605254bf50'},33933,event,55b588e417dc131ef1922f56,"""Hlv ko biet dieu chinh doi hinh""",ios,2015-08-05 12:24:00,Tiêu cực
{'$oid': '55c1fbdb1a77ce605254bf51'},342935,event,55b588e417dc131ef1922f56,"""cầu thủ kém, hlv nào cũng vậy thôi.""",web-playfpt,2015-08-05 12:25:00,Tiêu cực
{'$oid': '55c1fbe71a77ce605254bf52'},628318,event,55beda4e17dc1344d4012d55,"""cai nay bi loi roi""",android,2015-08-05 12:26:00,Trung tính
{'$oid': '55c1fbe91a77ce605254bf53'},403942,event,55c1cb2517dc1344d4012eb3,"""Chán quá""",ios,2015-08-05 12:26:00,Tiêu cực
{'$oid': '55c1fc0d1a77ce605254bf54'},646924,event,55b588e417dc131ef1922f56,"""Ba Đức phải bán bớt mấy đàn bò nữa rồi còn k chắc xuống hạng mất""",ios,2015-08-05 12:26:00,Trung tính
{'$oid': '55c1fc101a77ce605254bf55'},646995,event,55beda4e17dc1344d4012d55,"""vao trang chu ma xem""",web-playfpt,2015-08-05 12:26:00,Tiêu cực
{'$oid': '55c1fc381a77ce605254bf56'},342935,event,55b588e417dc131ef1922f56,"""cho nó xuống hạng cho về với thực tế đi, suốt ngày tâng bốc. trình độ thì làng nhàng.""",web-playfpt,2015-08-05 12:27:00,Tiêu cực
{'$oid': '55c1fc581a77ce605254bf57'},389558,event,55b588e417dc131ef1922f56,"""Hagl tieu rui......""",ios,2015-08-05 12:27:00,Tích cực
{'$oid': '55c1fc711a77ce605254bf58'},33933,event,55b588e417dc131ef1922f56,"""Ty so cuoi cug 1-1 ...hagl co len""",ios,2015-08-05 12:28:00,Tích cực
{'$oid': '55c1fc781a77ce605254bf59'},158441,event,55b588e417dc131ef1922f56,"""Hoang anh gia lai xuống hang""",ios,2015-08-05 12:28:00,Tiêu cực
{'$oid': '55c1fc9b1a77ce605254bf5a'},631214,event,55b588e417dc131ef1922f56,"""Ddas như ***""",ios,2015-08-05 12:29:00,Trung tính
{'$oid': '55c1fca01a77ce605254bf5b'},627855,event,55b588e417dc131ef1922f56,"""hagl thua chac""",winphone,2015-08-05 12:29:00,Tiêu cực
{'$oid': '55c1fd131a77ce605254bf5c'},225369,event,55b588e417dc131ef1922f56,"""Thay thuong cho hagl .đoi nao da voi hagl thi kug chi phong thu ma thoi""",ios,2015-08-05 12:31:00,Tiêu cực
{'$oid': '55c1fd241a77ce605254bf5d'},148364,event,55beda4e17dc1344d4012d55,"""đang cấm tướng mà""",android,2015-08-05 12:31:00,Tiêu cực
{'$oid': '55c1fd3e1a77ce605254bf5e'},33933,event,55b588e417dc131ef1922f56,"""Thay CP44 ra ...halg an lien...""",ios,2015-08-05 12:31:00,Tiêu cực
{'$oid': '55c1fd511a77ce605254bf5f'},225369,event,55b588e417dc131ef1922f56,"""Hjcfffffffff""",ios,2015-08-05 12:32:00,Tiêu cực
{'$oid': '55c1fe221a77ce605254bf60'},646924,event,55b588e417dc131ef1922f56,"""Phải bán thêm bò Ba Đức ơi. Hoàng anh xuống hạng nữa mất rồi. Ai bảo gà non mà đem đá. Hết mùa, rớt hạng, hết Sơ Nan""",ios,2015-08-05 12:35:00,Tiêu cực
{'$oid': '55c1fe771a77ce605254bf61'},473773,event,55b588e417dc131ef1922f56,"""1-1 là OK""",ios,2015-08-05 12:37:00,Trung tính
{'$oid': '55c1fe7b1a77ce605254bf62'},474283,event,55b588e417dc131ef1922f56,"""Thay cái qq HAGL chuyền đâu mất banh đó""",ios,2015-08-05 12:37:00,Tiêu cực
{'$oid': '55c1fe851a77ce605254bf63'},28707,event,55c1cb2517dc1344d4012eb3,"""Bỏ bóng đá chết mẹ bọn T&T đi Ae Hải Phòng ơii""",ios,2015-08-05 12:37:00,Tiêu cực
{'$oid': '55c1fe881a77ce605254bf64'},474283,event,55b588e417dc131ef1922f56,"""Tội nghiệp CP""",ios,2015-08-05 12:37:00,Tiêu cực
{'$oid': '55c1fe8b1a77ce605254bf65'},220286,event,55beda4e17dc1344d4012d55,"""Sao o day hk chieu""",ios,2015-08-05 12:37:00,Trung tính
{'$oid': '55c1fe9a1a77ce605254bf66'},645543,event,55beda4e17dc1344d4012d55,"""lịch 7h sao chưa có vậy""",ios,2015-08-05 12:37:00,Tiêu cực
{'$oid': '55c1ff2a1a77ce605254bf67'},646995,event,55beda4e17dc1344d4012d55,"""vao vetv.vn ma xem cac ban oi. FPT dang loi""",web-playfpt,2015-08-05 12:39:00,Tiêu cực
{'$oid': '55c1ff941a77ce605254bf68'},33933,event,55b588e417dc131ef1922f56,"""TQN ban do chac....""",ios,2015-08-05 12:41:00,Trung tính
{'$oid': '55c1ffbb1a77ce605254bf69'},513332,event,55b588e417dc131ef1922f56,"""Lần sau có nhắc đến HAGL thì nên bỏ chữ ARSENAL đằng sau đi ko có người ta cười cho, ban chẳng ra ban, bật chẳng ra bật khổ thân ARSENAL""",ios,2015-08-05 12:42:00,Tiêu cực
{'$oid': '55c2003e1a77ce605254bf6a'},105288,event,55b588e417dc131ef1922f56,"""Thôi lại thua nữa rồi,không xem nữa.""",ios,2015-08-05 12:44:00,Tiêu cực
{'$oid': '55c2006f1a77ce605254bf6b'},566249,event,55b588e417dc131ef1922f56,"""Nhìn HLV HAGL không có tý cảm tình gì nữa. Chán trả buồn chết !""",ios,2015-08-05 12:45:00,Tiêu cực
{'$oid': '55c2008b1a77ce605254bf6c'},85533,event,55b588e417dc131ef1922f56,"""xem hagl da chan qua""",ios,2015-08-05 12:45:00,Trung tính
{'$oid': '55c2008e1a77ce605254bf6d'},645349,event,55beda4e17dc1344d4012d55,"""như cái l""",android,2015-08-05 12:45:00,Tiêu cực
{'$oid': '55c200951a77ce605254bf6e'},413213,event,55b588e417dc131ef1922f56,"""R.I.P HAGL
-> http://www.thegioivuong.vn""",web-playfpt,2015-08-05 12:46:00,Tích cực
{'$oid': '55c200af1a77ce605254bf6f'},139493,vod,55b26f4317dc131ef1922eda,"""còn nhiều phần nữa mà""",web-playfpt,2015-08-05 12:46:00,Tích cực
{'$oid': '55c2012b1a77ce605254bf70'},621003,event,55b588e417dc131ef1922f56,"""hagl thắg ư. còn lâu""",winphone,2015-08-05 12:48:00,Tích cực
{'$oid': '55c2012d1a77ce605254bf71'},637698,event,55beda4e17dc1344d4012d55,"""rùi trận s thì s...""",winphone,2015-08-05 12:48:00,Tiêu cực
{'$oid': '55c201331a77ce605254bf72'},647026,event,55b588e417dc131ef1922f56,"""Tức dm cThi""",ios,2015-08-05 12:48:00,Trung tính
{'$oid': '55c201481a77ce605254bf73'},425194,event,55b588e417dc131ef1922f56,"""Có gỗ thì mới có than""",winphone,2015-08-05 12:49:00,Trung tính
{'$oid': '55c201751a77ce605254bf74'},22606,event,55b588e417dc131ef1922f56,"""da ngu the""",web-playfpt,2015-08-05 12:49:00,Tiêu cực
{'$oid': '55c201921a77ce605254bf75'},601507,event,55c1cb2517dc1344d4012eb3,"""T & t thang r""",ios,2015-08-05 12:50:00,Trung tính
{'$oid': '55c201a71a77ce605254bf76'},642163,event,55beda4e17dc1344d4012d55,"""đếu hỉu lun""",android,2015-08-05 12:50:00,Tích cực
{'$oid': '55c201e21a77ce605254bf77'},647030,event,55beda4e17dc1344d4012d55,"""xao lau z mak ch koi dk nuak ak!""",android,2015-08-05 12:51:00,Tiêu cực
{'$oid': '55c201ee1a77ce605254bf78'},19172,event,55b588e417dc131ef1922f56,"""Chan voi HAGL""",ios,2015-08-05 12:51:00,Tích cực
{'$oid': '55c201f71a77ce605254bf79'},647030,event,55beda4e17dc1344d4012d55,"""bm vo dich""",android,2015-08-05 12:51:00,Trung tính
{'$oid': '55c202041a77ce605254bf7a'},181022,event,55b588e417dc131ef1922f56,"""Nói thật HAGL xử lí bóng hẹp chưa chuẩn tí nào""",ios,2015-08-05 12:52:00,Tiêu cực
{'$oid': '55c202081a77ce605254bf7b'},647030,event,55beda4e17dc1344d4012d55,"""bm vo dich""",android,2015-08-05 12:52:00,Trung tính
{'$oid': '55c2021a1a77ce605254bf7c'},589167,event,55beda4e17dc1344d4012d55,"""lâu quá vậy""",ios,2015-08-05 12:52:00,Tiêu cực
{'$oid': '55c202661a77ce605254bf7d'},625389,event,55b588e417dc131ef1922f56,"""Bùn nhi tội hagl""",ios,2015-08-05 12:53:00,Trung tính
{'$oid': '55c2027b1a77ce605254bf7e'},425423,event,55b588e417dc131ef1922f56,"""Qn tuỵet vời""",ios,2015-08-05 12:54:00,Tích cực
{'$oid': '55c202f21a77ce605254bf7f'},600035,vod,533e97c0c9692848278e17be,"""co thay j dau""",winphone,2015-08-05 12:56:00,Tiêu cực
{'$oid': '55c202f91a77ce605254bf80'},645606,event,55beda4e17dc1344d4012d55,"""Có ai coi  đc ko ?""",ios,2015-08-05 12:56:00,Trung tính
{'$oid': '55c2035b1a77ce605254bf81'},642035,event,55beda4e17dc1344d4012d55,"""côi đc chưa""",android,2015-08-05 12:57:00,Trung tính
{'$oid': '55c203621a77ce605254bf82'},128839,event,55b588e417dc131ef1922f56,"""Truong quynh anh va tim thi""",ios,2015-08-05 12:57:00,Tích cực
{'$oid': '55c203791a77ce605254bf83'},645606,event,55beda4e17dc1344d4012d55,"""Ae có coi đa ko ?""",ios,2015-08-05 12:58:00,Trung tính
{'$oid': '55c203dc1a77ce605254bf84'},565625,event,55c1cb2517dc1344d4012eb3,"""chăng hẩu àn""",winphone,2015-08-05 13:00:00,Tiêu cực
{'$oid': '55c203e11a77ce605254bf85'},646418,event,55beda4e17dc1344d4012d55,"""nnajajkajaka""",android,2015-08-05 13:00:00,Tích cực
{'$oid': '55c2047e1a77ce605254bf86'},647052,event,55beda4e17dc1344d4012d55,"""ko xem dc m ng ơi""",android,2015-08-05 13:02:00,Tiêu cực
{'$oid': '55c204b61a77ce605254bf87'},205935,event,55beda4e17dc1344d4012d55,"""Gip moi bay dau hay sao au nho""",ios,2015-08-05 13:03:00,Tiêu cực
{'$oid': '55c206331a77ce605254bf88'},641626,event,55beda4e17dc1344d4012d55,"""Youtube mà xem""",ios,2015-08-05 13:10:00,Trung tính
{'$oid': '55c2068d1a77ce605254bf89'},299413,vod,557a442717dc135ec181fb6c,"""Hay quá không biết còn phần khác không ?""",web-playfpt,2015-08-05 13:11:00,Trung tính
{'$oid': '55c207a51a77ce605254bf8a'},196982,event,55beda4e17dc1344d4012d55,"""dien lom""",android,2015-08-05 13:16:00,Trung tính
{'$oid': '55c208631a77ce605254bf8b'},635927,event,55beda4e17dc1344d4012d55,"""Chưa xem đc""",ios,2015-08-05 13:19:00,Trung tính
{'$oid': '55c208861a77ce605254bf8c'},557984,event,55beda4e17dc1344d4012d55,"""có ai k xem được k??""",android,2015-08-05 13:19:00,Trung tính
{'$oid': '55c2088e1a77ce605254bf8d'},647088,event,55beda4e17dc1344d4012d55,"""chưa tới h nua đợi mãi""",android,2015-08-05 13:20:00,Trung tính
{'$oid': '55c208cc1a77ce605254bf8e'},606892,event,55c1cb2517dc1344d4012eb3,"""Hn  đá hay thế mà hoà bọn đồng Nai""",ios,2015-08-05 13:21:00,Trung tính
{'$oid': '55c208ea1a77ce605254bf8f'},642163,event,55beda4e17dc1344d4012d55,"""xem dk toi""",android,2015-08-05 13:21:00,Trung tính
{'$oid': '55c20a351a77ce605254bf90'},617685,event,530b1a03c969281a9500b7fd,"""gi đây các ban oi""",android,2015-08-05 13:27:00,Trung tính
{'$oid': '55c20a641a77ce605254bf91'},617685,event,530b1a03c969281a9500b7fd,"""co ai xen trương trinh nay ko""",android,2015-08-05 13:27:00,Trung tính
{'$oid': '55c20a8f1a77ce605254bf92'},617685,event,530b1a03c969281a9500b7fd,"""co ai xen trương trinh nay ko""",android,2015-08-05 13:28:00,Trung tính
{'$oid': '55c20abe1a77ce605254bf93'},637698,event,55beda4e17dc1344d4012d55,"""bm danh chua""",winphone,2015-08-05 13:29:00,Tiêu cực
{'$oid': '55c20c211a77ce605254bf94'},630617,event,55beda4e17dc1344d4012d55,"""ủa 8h là của bm mà ta""",android,2015-08-05 13:35:00,Tiêu cực
{'$oid': '55c20c761a77ce605254bf95'},478831,event,55beda4e17dc1344d4012d55,"""xong rồi""",android,2015-08-05 13:36:00,Trung tính
{'$oid': '55c20cd61a77ce605254bf96'},647052,event,55beda4e17dc1344d4012d55,"""sf5 thắng đẹp phết""",android,2015-08-05 13:38:00,Tích cực
{'$oid': '55c20d5b1a77ce605254bf97'},647088,event,55beda4e17dc1344d4012d55,"""đáh tre, h chak 9h trở len mi koi dx bm""",android,2015-08-05 13:40:00,Tích cực
{'$oid': '55c20d7d1a77ce605254bf98'},645815,event,55beda4e17dc1344d4012d55,"""chuan pi dc len tivi ruj""",android,2015-08-05 13:41:00,Trung tính
{'$oid': '55c20da51a77ce605254bf99'},496777,event,530b1a03c969281a9500b7fd,"""Vãi thế nhỉ""",ios,2015-08-05 13:41:00,Trung tính
{'$oid': '55c20dd91a77ce605254bf9a'},225022,event,55beda4e17dc1344d4012d55,"""quang cao hoai""",android,2015-08-05 13:42:00,Trung tính
{'$oid': '55c20e181a77ce605254bf9b'},647125,vod,55b0bcfa17dc136d91bd3ca9,"""Thich Duong Yen va La Tan trong Loan The Giai Nhan va Nu dac cong X, uoc gi phim nay la 1 cap.""",web-playfpt,2015-08-05 13:43:00,Tiêu cực
{'$oid': '55c20e3b1a77ce605254bf9c'},89854,event,55beda4e17dc1344d4012d55,"""tui la qtq ne""",android,2015-08-05 13:44:00,Tiêu cực
{'$oid': '55c20ecf1a77ce605254bf9d'},225022,event,55beda4e17dc1344d4012d55,"""truc tiep o dau vay moi nguoi""",android,2015-08-05 13:46:00,Tiêu cực
{'$oid': '55c20f001a77ce605254bf9e'},587546,event,55beda4e17dc1344d4012d55,"""tui ngôi hàng thú 3 áo thun đỏ nhé 😀""",android,2015-08-05 13:47:00,Tích cực
{'$oid': '55c20f131a77ce605254bf9f'},641704,event,55beda4e17dc1344d4012d55,"""de 8h roi toi 9h coi moi dc cai giai nhu loz""",android,2015-08-05 13:47:00,Tiêu cực
{'$oid': '55c20f231a77ce605254bfa0'},641704,event,55beda4e17dc1344d4012d55,"""hhhuujjjjjjjj""",android,2015-08-05 13:48:00,Trung tính
{'$oid': '55c20f4b1a77ce605254bfa1'},644514,event,5587c83e17dc1353a5624a16,"""dap tubg lung coi ki dc""",android,2015-08-05 13:48:00,Tiêu cực
{'$oid': '55c20f4d1a77ce605254bfa2'},647137,event,55beda4e17dc1344d4012d55,"""ai biết nhạc đang phát bài ji k""",web-playfpt,2015-08-05 13:48:00,Trung tính
{'$oid': '55c210071a77ce605254bfa3'},72500,vod,55b0bcfa17dc136d91bd3ca9,"""Phim co luc""",ios,2015-08-05 13:51:00,Tiêu cực
{'$oid': '55c210471a77ce605254bfa4'},623795,vod,55b5897417dc131ef1922f59,"""https://www.facebook.com/nguyenhoangnhatlinh09051996.vtv.vn?ref=ts""",web-playfpt,2015-08-05 13:53:00,Tích cực
{'$oid': '55c210ce1a77ce605254bfa5'},647157,vod,55aded3817dc136d92bd3af7,"""Sao ko thay up tap moi len nhi?""",web-playfpt,2015-08-05 13:55:00,Tích cực
{'$oid': '55c2120c1a77ce605254bfa6'},100208,vod,55c0764e17dc1344d4012e23,"""good wa di""",winphone,2015-08-05 14:00:00,Tiêu cực
{'$oid': '55c212a91a77ce605254bfa7'},647178,event,55beda4e17dc1344d4012d55,"""hay quá fpt ơi""",android,2015-08-05 14:03:00,Tiêu cực
{'$oid': '55c213801a77ce605254bfa8'},151967,vod,558940f717dc136761260a26,"""sao chưa có tập mới vậy mấy bạn?.?""",ios,2015-08-05 14:06:00,Tích cực
{'$oid': '55c2145a1a77ce605254bfa9'},645543,event,55beda4e17dc1344d4012d55,"""chậm hơn bên e-sport à""",ios,2015-08-05 14:10:00,Tiêu cực
{'$oid': '55c214b81a77ce605254bfaa'},555059,vod,555038eb17dc132a0bee17e9,"""phần mềm mobile khi xem tiếp sẽ không thể load được phim mạc dù kết nối cáp quang tốc độ 12mb""",web-playfpt,2015-08-05 14:11:00,Tiêu cực
{'$oid': '55c2151a1a77ce605254bfab'},504192,vod,5596105717dc130d4f749e80,"""phim hay mà tải IDm không được. ai biết tải phim bên fptplay chỉ giùm.""",web-playfpt,2015-08-05 14:13:00,Tiêu cực
{'$oid': '55c215381a77ce605254bfac'},45463,event,55beda4e17dc1344d4012d55,"""Bm vô định :)))))""",android,2015-08-05 14:14:00,Tiêu cực
{'$oid': '55c215cc1a77ce605254bfad'},620260,vod,5578005317dc1328689cf22e,"""phim càng ngày càng hay .mà bao gjo mới có tập tiếp theo thế ad ơi ?""",web-playfpt,2015-08-05 14:16:00,Tích cực
{'$oid': '55c217591a77ce605254bfae'},647211,vod,52c0e9cfc96928080db98f57,"""người đàn ông thép: sao xem trên đt ko dc, xem trên smaxtv dc""",android,2015-08-05 14:23:00,Trung tính
{'$oid': '55c217751a77ce605254bfaf'},646939,vod,55bb32d117dc1344d2012d41,"""MÁ HAY QUÁ RÁNG ĐƠI""",web-playfpt,2015-08-05 14:23:00,Tích cực
{'$oid': '55c2177e1a77ce605254bfb0'},210362,vod,55bb217917dc1344d3012c9d,"""Phim không hay, mất thời gian""",ios,2015-08-05 14:23:00,Tiêu cực
{'$oid': '55c2178a1a77ce605254bfb1'},539472,vod,55baf8f317dc1344d3012c90,"""công nhận hay thật.""",android,2015-08-05 14:24:00,Trung tính
{'$oid': '55c2180b1a77ce605254bfb2'},553218,event,55beda4e17dc1344d4012d55,"""bên vetv xem lag quá bên fpt mượt hơn ^^! mình sài dt xem nên thấy vậy thanks fpt ^^!""",winphone,2015-08-05 14:26:00,Tích cực
{'$oid': '55c2192d1a77ce605254bfb3'},647225,event,55beda4e17dc1344d4012d55,"""Thằng Fury ngu vl""",web-playfpt,2015-08-05 14:30:00,Tiêu cực
{'$oid': '55c21a081a77ce605254bfb4'},562685,vod,5578005317dc1328689cf22e,"""con 2 tap nua up lun di admin oi""",web-playfpt,2015-08-05 14:34:00,Tích cực
{'$oid': '55c21b651a77ce605254bfb5'},487727,event,55beda4e17dc1344d4012d55,"""Bm đánh trên cơ hẳn 😁😁""",ios,2015-08-05 14:40:00,Tích cực
{'$oid': '55c21c261a77ce605254bfb6'},45463,event,55beda4e17dc1344d4012d55,"""tuyệt vời""",android,2015-08-05 14:43:00,Tích cực
{'$oid': '55c21c2a1a77ce605254bfb7'},227539,event,55beda4e17dc1344d4012d55,"""BM đã thể hiện sự bất bại trước GFL""",ios,2015-08-05 14:43:00,Tích cực
{'$oid': '55c21c4a1a77ce605254bfb8'},633296,event,55beda4e17dc1344d4012d55,"""bm quá tuyệt vời...vô địch bm ơi...""",winphone,2015-08-05 14:44:00,Tích cực
{'$oid': '55c21cc91a77ce605254bfb9'},647248,vod,55a5ca2917dc1333bca0744f,"""ai biet giang diem dong phim nào nữa k""",ios,2015-08-05 14:46:00,Tích cực
{'$oid': '55c21cd91a77ce605254bfba'},647250,vod,55bf438e17dc1344d3012dda,"""hicccccccccxcc""",ios,2015-08-05 14:46:00,Tích cực
{'$oid': '55c21cee1a77ce605254bfbb'},645472,event,55beda4e17dc1344d4012d55,"""BM muôn năm""",ios,2015-08-05 14:47:00,Tiêu cực
{'$oid': '55c21e221a77ce605254bfbc'},324429,vod,558284cf17dc135e07c86dc5,"""tap 51 dau""",ios,2015-08-05 14:52:00,Tiêu cực
{'$oid': '55c21fda1a77ce605254bfbd'},46647,vod,55b7412317dc131ef392301c,"""ôi tuổi thơ của tôi là đây nè""",ios,2015-08-05 14:59:00,Tích cực
{'$oid': '55c21ffd1a77ce605254bfbe'},363266,vod,546aecda17dc13764c28559b,"""cảnh lột da bệnh hoạn Vkl""",ios,2015-08-05 15:00:00,Tiêu cực
{'$oid': '55c220bc1a77ce605254bfbf'},324022,event,5587c83e17dc1353a5624a16,"""như cứt họ""",android,2015-08-05 15:03:00,Tiêu cực
{'$oid': '55c221861a77ce605254bfc0'},646939,vod,55bb217917dc1344d3012c9d,"""PHIM NHẢM NỘI DUNG CHÁN""",web-playfpt,2015-08-05 15:06:00,Tiêu cực
{'$oid': '55c222ca1a77ce605254bfc1'},647290,vod,5327e725c969280a281e1dac,"""sub đâu rồi""",ios,2015-08-05 15:12:00,Tiêu cực
{'$oid': '55c2232a1a77ce605254bfc2'},446499,event,55be0eab17dc1344d4012d22,"""Tuj nay bo lao""",ios,2015-08-05 15:13:00,Tiêu cực
{'$oid': '55c224411a77ce605254bfc3'},645245,vod,55c02a6e17dc1344d5012da2,"""Quá hay. Nick quá tuyệt vời !!""",winphone,2015-08-05 15:18:00,Tích cực
{'$oid': '55c224801a77ce605254bfc4'},452424,vod,55bf2f4417dc1344d2012ee1,"""phim qua hay""",android,2015-08-05 15:19:00,Trung tính
{'$oid': '55c226621a77ce605254bfc5'},74454,vod,55bf25af17dc1344d5012d6a,"""phim chán""",android,2015-08-05 15:27:00,Tiêu cực
{'$oid': '55c226d11a77ce605254bfc6'},647322,vod,5315adf1c969280b41fd1da1,"""hay phet""",ios,2015-08-05 15:29:00,Tiêu cực
{'$oid': '55c227d51a77ce605254bfc7'},456692,vod,556ebb0917dc134315cef46d,"""Phim rất hay""",android,2015-08-05 15:33:00,Tích cực
{'$oid': '55c227f11a77ce605254bfc8'},514306,vod,545341f817dc1371128bb312,"""phim rat hay""",ios,2015-08-05 15:34:00,Tích cực
{'$oid': '55c2282d1a77ce605254bfc9'},176781,vod,547c433617dc1367be9acd75,"""hay nhi moi nguoi""",winphone,2015-08-05 15:34:00,Trung tính
{'$oid': '55c229b51a77ce605254bfca'},456692,vod,55a6150717dc13487419284d,"""nhầm sub rồi ad ơi""",android,2015-08-05 15:41:00,Tiêu cực
{'$oid': '55c22a1b1a77ce605254bfcb'},645879,vod,55bb217917dc1344d3012c9d,"""hay vka lon""",winphone,2015-08-05 15:43:00,Tiêu cực
{'$oid': '55c22abd1a77ce605254bfcc'},6554,vod,525e096ec969283608837b75,"""hay wa troi""",ios,2015-08-05 15:45:00,Tiêu cực
{'$oid': '55c22ae01a77ce605254bfcd'},435690,vod,5215971ec969287094465754,"""ai fan 개 리 không?""",ios,2015-08-05 15:46:00,Tích cực
{'$oid': '55c22b641a77ce605254bfce'},410220,vod,5593a0c817dc130d51749d87,"""đợi mãi lâu quá là lâu""",web-playfpt,2015-08-05 15:48:00,Tiêu cực
{'$oid': '55c22c7f1a77ce605254bfcf'},410220,vod,5593a0c817dc130d51749d87,"""thích nhất nhân vật Androi""",web-playfpt,2015-08-05 15:53:00,Tích cực
{'$oid': '55c22ca41a77ce605254bfd0'},619905,vod,52a6bd79c9692872a1527ce8,"""coi di coi lai mà không chán.diễn viện ai cũng đẹp,ai cũng đóng đạt,quan trọng la tình huống đưa ra trong phim rất hay.chứ mấy bộ phim hiện nay không hiểu sao xem được tap 1 là không có hứng để xem nữa.chắc tai diễn viên mình không thích.""",web-playfpt,2015-08-05 15:54:00,Tích cực
{'$oid': '55c22dfa1a77ce605254bfd1'},605062,vod,5237d228c969284dca8e2437,"""lồng tiếng bá dơ, hỏng hết cả 1 bộ phim hay""",web-playfpt,2015-08-05 15:59:00,Tiêu cực
{'$oid': '55c22e121a77ce605254bfd2'},538687,vod,55c1bc2a17dc1344d4012e96,"""phim về Xác sống giờ tràn lan nhỉ.""",web-playfpt,2015-08-05 16:00:00,Trung tính
{'$oid': '55c22fb41a77ce605254bfd3'},467365,vod,5578005317dc1328689cf22e,"""phim hay qá z""",ios,2015-08-05 16:07:00,Trung tính
{'$oid': '55c22ff81a77ce605254bfd4'},647399,vod,559e30f917dc131dfa6ff7e1,"""sao ko giống mấy phim trước mỗi tuần 4 tập vậy ad? Phim hay mà coi lâu dễ sợ.""",web-playfpt,2015-08-05 16:08:00,Trung tính
{'$oid': '55c231671a77ce605254bfd5'},539697,vod,55a31d1917dc1333bea072ec,"""Kết thúc tập 5. Raito chỉ cần đổi lấy đôi mắt thần chết cuat Ryuk rồi kill L, Misa sẽ được chứng minh ko phải là Kira thứ 2. Raito vẫn bị nghi ngờ vs N sẽ xuất hiện""",web-playfpt,2015-08-05 16:14:00,Trung tính
{'$oid': '55c231861a77ce605254bfd6'},644429,vod,55b8366117dc131ef2923079,"""đéo hay ho gì""",android,2015-08-05 16:14:00,Tiêu cực
{'$oid': '55c233b71a77ce605254bfd7'},592571,vod,55af475817dc136d91bd3bef,"""hài vồn sexylayde""",android,2015-08-05 16:24:00,Tích cực
